sha256,labels,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,,,,,,,,,,,,,,,,,,,,,,
b8d08c59e9822f58702f69b06190b4634328c17bcefef0deb8a5883bb542db1a,0,NtOpenSection,GetForegroundWindow,SetFileTime,GetFileVersionInfoSizeW,GetFileAttributesW,GetVolumePathNamesForVolumeNameW,RegOpenKeyExW,SetErrorMode,GetFileInformationByHandle,RegOpenKeyExA,GetCursorPos,GetUserNameA,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,CoInitializeEx,LoadResource,NtQueryInformationFile,DeviceIoControl,RegQueryValueExA,EnumWindows,NtQueryValueKey,RegCreateKeyExA,RemoveDirectoryA,RegQueryValueExW,CreateActCtxW,NtReadFile,NtWriteFile,LdrGetDllHandle,NtEnumerateValueKey,LoadStringA,GetSystemDirectoryW,LoadStringW,GetVolumeNameForVolumeMountPointW,GetSystemDirectoryA,SHGetFolderPathW,SearchPathW,LdrGetProcedureAddress,RegSetValueExA,GetDiskFreeSpaceExW,SetEndOfFile,LdrLoadDll,SendNotifyMessageA,CoUninitialize,RegCloseKey,NtDuplicateObject,NtSetInformationFile,NtTerminateProcess,SendNotifyMessageW,GetSystemMetrics,GetFileSize,NtAllocateVirtualMemory,CreateDirectoryW,DeleteFileW,GetComputerNameW,GetFileSizeEx,CoCreateInstance,GetComputerNameA,FindFirstFileExW,GetFileInformationByHandleEx,NtCreateSection,NtOpenMutant,CreateProcessInternalW,RegDeleteKeyA,GetNativeSystemInfo,GetSystemWindowsDirectoryA,DrawTextExW,GetSystemInfo,NetShareEnum,FindWindowW,GetSystemWindowsDirectoryW,NtClose,NtOpenProcess,DrawTextExA,NtMapViewOfSection,SizeofResource,RegEnumKeyW,NtFreeVirtualMemory,GetKeyState,LdrUnloadDll,NtOpenFile,SetFilePointer,NtUnmapViewOfSection,NtQueryDirectoryFile,NtQueryAttributesFile,NtCreateMutant,NtOpenKey,FindResourceW,GetFileVersionInfoW,FindResourceA,getaddrinfo,WSAStartup,NtResumeThread,NtDelayExecution,closesocket,send,connect,CryptAcquireContextA,CreateThread,CryptAcquireContextW,SetUnhandledExceptionFilter,recv,GetFileAttributesExW,UuidCreate,socket,GetTimeZoneInformation,CoInitializeSecurity,SetWindowsHookExW,GetFileType,OleInitialize,IsDebuggerPresent,NtProtectVirtualMemory,RegCreateKeyExW,NtQueryKey,NtCreateKey,GetVolumePathNameW,LookupAccountSidW,NtReadVirtualMemory,NtSetValueKey,NtDeleteKey,RegEnumKeyExW,NtOpenThread,NtEnumerateKey,NtOpenKeyEx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1deb042a8b28965dc6dbdd903d14fffdb70b9bde59d5f418a68aed9793f07cda,0,RegCreateKeyExW,LdrUnloadDll,CoUninitialize,RegCloseKey,NtReadFile,NtDuplicateObject,DrawTextExW,GetSystemInfo,RegQueryValueExA,FindWindowW,NtResumeThread,GetSystemWindowsDirectoryW,NtQueryValueKey,NtOpenProcess,GetForegroundWindow,NtDelayExecution,RegQueryValueExW,NtFreeVirtualMemory,GetSystemMetrics,SizeofResource,CreateActCtxW,UnhookWindowsHookEx,RegOpenKeyExW,SearchPathW,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExA,LdrGetDllHandle,GetKeyState,GetCursorPos,NtQuerySystemInformation,OleInitialize,NtOpenFile,SHGetFolderPathW,CreateThread,GetSystemDirectoryW,CoCreateInstance,NtUnmapViewOfSection,NtDeleteKey,CryptAcquireContextW,SetUnhandledExceptionFilter,FindResourceExW,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,NtTerminateProcess,NtCreateMutant,NtProtectVirtualMemory,CoInitializeEx,GetAsyncKeyState,NtCreateSection,GetKeyboardState,LoadStringW,NtOpenKey,NtOpenMutant,LoadResource,FindResourceW,CoInitializeSecurity,SetWindowsHookExW,LdrGetProcedureAddress,GetNativeSystemInfo,RegSetValueExW,LdrLoadDll,NtSuspendThread,UuidCreate,NtQueryInformationFile,CreateProcessInternalW,NtClose,NtMapViewOfSection,GetVolumePathNamesForVolumeNameW,ShellExecuteExW,NtCreateFile,GetVolumeNameForVolumeMountPointW,NtQueryKey,NtCreateThreadEx,GetFileSize,NtEnumerateValueKey,NtOpenKeyEx,NtQueryMultipleValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0a7500a789d47968c0a59835ef5b56436464b99abdb222ba30c9549555a70dc5,0,RegCreateKeyExW,NtOpenSection,CoUninitialize,GetForegroundWindow,DrawTextExW,GetSystemInfo,FindWindowW,RegisterHotKey,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,NtOpenProcess,RegCloseKey,GetFileAttributesW,RegQueryValueExW,NtMapViewOfSection,GetSystemMetrics,CreateActCtxW,RegOpenKeyExW,SetErrorMode,NtReadFile,LdrGetDllHandle,NtFreeVirtualMemory,GetCursorPos,NtEnumerateValueKey,NtAllocateVirtualMemory,NtOpenFile,GetSystemDirectoryW,NtUnmapViewOfSection,SetUnhandledExceptionFilter,FindResourceExW,NtCreateFile,GetSystemTimeAsFileTime,FindFirstFileExW,CoInitializeEx,RegDeleteValueW,NtCreateSection,RegSetValueExW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,NtOpenDirectoryObject,LdrLoadDll,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce84a6bedf949843361472e429d135e83b753afb23139e1f9993f7f23a3fe634,0,NtQueryValueKey,LdrUnloadDll,DeviceIoControl,RegCloseKey,NtAllocateVirtualMemory,NtOpenFile,NtOpenKey,LdrGetProcedureAddress,RegOpenKeyExW,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrLoadDll,LdrGetDllHandle,RegQueryValueExW,NtProtectVirtualMemory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ac859989316fd147459182de56314312bd694b7d2b9e16ece08de6e82b0468c8,0,GetNativeSystemInfo,DeviceIoControl,CoUninitialize,RegCloseKey,LookupAccountSidW,NtDuplicateObject,DrawTextExW,GetSystemInfo,EnumWindows,FindResourceW,NtResumeThread,GetSystemWindowsDirectoryW,NtClose,GetFileVersionInfoSizeW,GetFileAttributesW,RegQueryValueExW,NtFreeVirtualMemory,GetVolumePathNamesForVolumeNameW,GetSystemMetrics,NtMapViewOfSection,SizeofResource,CreateActCtxW,FindWindowW,GetDiskFreeSpaceExW,RegOpenKeyExW,SetErrorMode,NtAllocateVirtualMemory,IsDebuggerPresent,LdrGetDllHandle,GetKeyState,GetCursorPos,GetComputerNameW,OleInitialize,NtOpenFile,GetUserNameW,CreateThread,NtUnmapViewOfSection,GetSystemDirectoryW,GetDiskFreeSpaceW,LoadStringW,FindResourceExW,NtCreateFile,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,GlobalMemoryStatusEx,FindFirstFileExW,NtCreateMutant,CoInitializeEx,NtCreateSection,LdrUnloadDll,GetTimeZoneInformation,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,GetFileVersionInfoW,SHGetSpecialFolderLocation,NtOpenDirectoryObject,LdrLoadDll,NtQueryInformationFile,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e49f4bdf8bc1c840fc474859304bb71d4044f79926e23af54c7baebc58ea08e7,0,NtQueryValueKey,NtCreateSection,NtOpenKey,SetUnhandledExceptionFilter,NtCreateFile,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,WriteConsoleW,NtMapViewOfSection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6565a5c4e5f608bf5c328575cdd3407d25dd7cf9f7277fb6e062a980a1584d3,0,NtQueryValueKey,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtOpenDirectoryObject,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562bf5fe6b950683b89333ed08014d9065aae8f794e8588ae08e990f88aa6898,0,NtQuerySystemInformation,LdrGetDllHandle,NtQueryKey,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtAllocateVirtualMemory,NtOpenDirectoryObject,NtQueryValueKey,GetSystemTimeAsFileTime,NtOpenKeyEx,NtTerminateProcess,NtFreeVirtualMemory,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5cc4ae257bc23885b56f7a813787037fa5c91a413cf5d1411285b00565bbbee,0,LdrUnloadDll,NtOpenSection,CoUninitialize,RegCloseKey,CoCreateInstanceEx,SetFilePointerEx,GetNativeSystemInfo,DrawTextExW,GetSystemInfo,DeviceIoControl,FindResourceW,IsDebuggerPresent,GetSystemWindowsDirectoryW,NtQueryValueKey,GetFileVersionInfoSizeW,NtOpenProcess,GetForegroundWindow,GetFileAttributesW,NtDelayExecution,RegQueryValueExW,NtMapViewOfSection,GetVolumePathNamesForVolumeNameW,RegEnumKeyW,GetSystemMetrics,SizeofResource,CreateActCtxW,CoGetClassObject,RegOpenKeyExW,IWbemServices_ExecQuery,NtDuplicateObject,SetErrorMode,NtAllocateVirtualMemory,RegOpenKeyExA,LdrGetDllHandle,GetKeyState,GetComputerNameW,SetFilePointer,NtReadFile,NtOpenFile,GetFileSizeEx,GetSystemDirectoryW,CoCreateInstance,NtUnmapViewOfSection,NtQueryDirectoryFile,NetShareEnum,LoadStringW,FindResourceExW,NtFreeVirtualMemory,GetVolumeNameForVolumeMountPointW,GetSystemTimeAsFileTime,NtQuerySystemInformation,NtQueryAttributesFile,FindFirstFileExW,NtCreateMutant,CoInitializeEx,GetFileInformationByHandleEx,NtCreateSection,SearchPathW,NtOpenKey,NtOpenMutant,LoadResource,LdrGetProcedureAddress,CoInitializeSecurity,CreateDirectoryW,GetFileVersionInfoW,LdrLoadDll,NtCreateFile,NtEnumerateValueKey,UuidCreate,NtQueryInformationFile,NtClose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4491000ada660f41ad1b4940b3e5cce45671831ede52184cf8b3e1f90777c174,0,LdrUnloadDll,NtOpenKey,SetUnhandledExceptionFilter,NtTerminateProcess,NtClose,GetSystemTimeAsFileTime,LdrGetDllHandle,NtQueryValueKey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
